Neighborhood,LivArea,TotalBedrooms,SalePrice,Source
MeadowV,1475,4,129500,Ames
MeadowV,988,2,105000,Ames
MeadowV,988,1,94900,Ames
Mitchel,1160,3,152500,Ames
MeadowV,1092,3,98000,Ames
MeadowV,630,1,81000,Ames
Mitchel,988,2,113000,Ames
Mitchel,816,2,128500,Ames
Mitchel,923,3,119500,Ames
Mitchel,816,3,130500,Ames
Mitchel,816,2,138000,Ames
Mitchel,845,3,134500,Ames
Mitchel,1750,4,160000,Ames
Mitchel,889,3,137500,Ames
Mitchel,1968,4,172000,Ames
IDOTRR,1836,4,103000,Ames
NAmes,1587,3,167300,Ames
NAmes,1277,2,167000,Ames
NAmes,2223,3,244000,Ames
NAmes,2217,4,268000,Ames
Gilbert,1733,3,225000,Ames
Gilbert,1572,3,168000,Ames
Gilbert,1470,3,177000,Ames
Gilbert,1600,3,169000,Ames
Gilbert,1384,3,161500,Ames
StoneBr,1652,2,251000,Ames
Gilbert,1694,3,160000,Ames
Gilbert,1714,3,180000,Ames
Gilbert,1553,3,178750,Ames
Gilbert,1253,3,176000,Ames
Gilbert,2299,5,204000,Ames
Gilbert,1187,3,160000,Ames
Gilbert,1472,3,160000,Ames
Gilbert,1482,3,163900,Ames
Gilbert,1642,3,168000,Ames
Gilbert,1128,3,154204,Ames
StoneBr,1088,2,170000,Ames
StoneBr,2090,3,207500,Ames
StoneBr,1179,2,182000,Ames
StoneBr,1321,1,212000,Ames
StoneBr,1922,3,377426,Ames
StoneBr,2541,4,349265,Ames
StoneBr,2338,4,591587,Ames
Gilbert,1424,3,155000,Ames
StoneBr,1612,2,319900,Ames
StoneBr,1419,2,392000,Ames
StoneBr,2234,1,441929,Ames
StoneBr,2042,3,455000,Ames
NWAmes,1440,3,182900,Ames
NWAmes,1284,3,174000,Ames
NWAmes,1868,3,178000,Ames
NWAmes,1479,3,176000,Ames
NWAmes,1664,3,213000,Ames
NWAmes,1930,4,192000,Ames
NWAmes,1969,3,190000,Ames
NWAmes,2030,4,195000,Ames
NWAmes,1032,3,148000,Ames
NWAmes,1177,3,151500,Ames
NWAmes,1725,3,197000,Ames
NWAmes,1353,2,192350,Ames
NWAmes,1620,4,152000,Ames
NWAmes,1220,2,170000,Ames
NWAmes,1484,3,175000,Ames
NWAmes,1743,3,175000,Ames
NWAmes,1935,3,197900,Ames
NWAmes,1324,3,174000,Ames
NWAmes,1877,4,178900,Ames
NAmes,1109,3,139000,Ames
NAmes,981,3,143250,Ames
NAmes,1479,4,184000,Ames
NAmes,1422,3,155000,Ames
NAmes,914,3,133000,Ames
NAmes,950,3,119500,Ames
NAmes,872,3,123000,Ames
NAmes,858,2,110000,Ames
NAmes,914,2,128000,Ames
NAmes,864,3,120500,Ames
NAmes,767,1,133000,Ames
NAmes,1337,2,155000,Ames
NAmes,1337,2,177000,Ames
BrDale,1092,3,113500,Ames
BrDale,1218,3,113000,Ames
BrDale,1218,4,113700,Ames
BrDale,1302,3,106000,Ames
BrDale,1365,2,122500,Ames
NPkVill,958,2,128000,Ames
NPkVill,1548,3,155000,Ames
NPkVill,1055,2,142500,Ames
NAmes,988,3,129250,Ames
NridgHt,1816,3,356000,Ames
NridgHt,1828,3,314813,Ames
NridgHt,1694,3,318000,Ames
NridgHt,1694,3,322400,Ames
NridgHt,1734,3,318000,Ames
NridgHt,2122,2,345474,Ames
NridgHt,2121,3,415298,Ames
NridgHt,2656,3,492000,Ames
NridgHt,2550,4,338931,Ames
NridgHt,2046,2,450000,Ames
NridgHt,2172,3,280000,Ames
NridgHt,2552,3,479069,Ames
NridgHt,1973,3,395000,Ames
NridgHt,2643,3,380000,Ames
NridgHt,1634,3,250000,Ames
NridgHt,1976,2,440000,Ames
NridgHt,2758,4,418000,Ames
NridgHt,2290,2,500067,Ames
NridgHt,2152,3,260116,Ames
NridgHt,2473,4,317000,Ames
NridgHt,2100,3,319500,Ames
NridgHt,2161,3,325624,Ames
NridgHt,1802,3,372000,Ames
NridgHt,2956,5,342000,Ames
NridgHt,2468,4,354000,Ames
NridgHt,2385,3,350000,Ames
NridgHt,2374,4,285000,Ames
NridgHt,1818,3,281500,Ames
NridgHt,1614,3,245700,Ames
NridgHt,1721,3,232698,Ames
NridgHt,1828,3,250000,Ames
NridgHt,1362,2,194700,Ames
NridgHt,1302,1,204000,Ames
NridgHt,1302,1,2.00E+05,Ames
NridgHt,1362,2,207000,Ames
NridgHt,1554,2,209500,Ames
NridgHt,1554,2,209500,Ames
NridgHt,1370,2,202500,Ames
NridgHt,1577,2,280000,Ames
NridgHt,1561,2,277500,Ames
NridgHt,1869,2,318061,Ames
NridgHt,1324,2,221370,Ames
NridgHt,1405,2,2.00E+05,Ames
Gilbert,1496,3,181755,Ames
Gilbert,1536,3,176000,Ames
Gilbert,1484,3,178900,Ames
Gilbert,1458,3,168165,Ames
Gilbert,1495,3,171925,Ames
Gilbert,1746,3,198444,Ames
Gilbert,1326,3,203000,Ames
Gilbert,1456,3,179540,Ames
Gilbert,1302,3,176485,Ames
Gilbert,1340,3,181134,Ames
Gilbert,1412,3,156932,Ames
Gilbert,1504,3,166000,Ames
Gilbert,1456,3,177594,Ames
Gilbert,1258,3,173500,Ames
Blmngtn,1258,2,172500,Ames
Blmngtn,1402,2,194201,Ames
Blmngtn,1589,2,226500,Ames
Blmngtn,1266,2,185485,Ames
Gilbert,1530,3,259000,Ames
Gilbert,1119,2,188500,Ames
Gilbert,1374,3,175000,Ames
Gilbert,1959,4,215000,Ames
Gilbert,1525,3,206580,Ames
Gilbert,1720,3,183500,Ames
Gilbert,1394,3,165500,Ames
Gilbert,1948,4,211000,Ames
Gilbert,1690,3,181000,Ames
Gilbert,1995,4,219500,Ames
Gilbert,1647,3,175000,Ames
Gilbert,1430,3,170000,Ames
Gilbert,1320,3,162000,Ames
Gilbert,1690,3,187000,Ames
Gilbert,1644,3,185000,Ames
NoRidge,4476,4,745000,Ames
NoRidge,2551,4,384500,Ames
NoRidge,2285,4,248000,Ames
NoRidge,2633,2,466500,Ames
NoRidge,3078,4,410000,Ames
NoRidge,2582,4,322500,Ames
NoRidge,2385,4,252000,Ames
NoRidge,4316,4,755000,Ames
NoRidge,2013,3,269790,Ames
NoRidge,2398,3,315750,Ames
NoRidge,2520,4,290000,Ames
NoRidge,2531,4,290000,Ames
NoRidge,3228,4,430000,Ames
NoRidge,2202,4,263000,Ames
NoRidge,2538,4,330000,Ames
Somerst,1369,3,213133,Ames
Somerst,1542,3,260261,Ames
Somerst,1905,3,320000,Ames
Somerst,1464,3,282922,Ames
Somerst,1534,3,215000,Ames
Somerst,1966,1,419005,Ames
Somerst,1636,3,255000,Ames
Somerst,1795,2,147000,Ames
Somerst,1528,3,235876,Ames
Somerst,1726,3,311872,Ames
Somerst,1689,3,248328,Ames
Somerst,1588,3,227000,Ames
Somerst,1538,3,260000,Ames
Somerst,1496,3,225000,Ames
Somerst,1506,3,249000,Ames
Somerst,1694,3,307000,Ames
Somerst,1977,3,250000,Ames
Somerst,1830,3,221300,Ames
Somerst,1338,3,208900,Ames
Somerst,1335,3,210400,Ames
Somerst,1792,3,255000,Ames
Somerst,1588,3,212109,Ames
Somerst,1959,3,270000,Ames
Somerst,2610,4,303477,Ames
Somerst,1880,3,310013,Ames
Somerst,1656,3,249700,Ames
Somerst,1761,3,227875,Ames
Somerst,1584,2,261329,Ames
Somerst,1685,2,253000,Ames
Somerst,2443,4,265000,Ames
Somerst,2466,4,340000,Ames
SawyerW,1100,3,146000,Ames
SawyerW,1143,3,147000,Ames
SawyerW,1094,3,149000,Ames
SawyerW,1486,3,181000,Ames
SawyerW,1721,3,201000,Ames
SawyerW,1820,3,191750,Ames
SawyerW,1349,3,179000,Ames
SawyerW,1494,3,215000,Ames
SawyerW,1575,2,179200,Ames
SawyerW,1266,2,128000,Ames
SawyerW,884,2,144000,Ames
SawyerW,2020,4,144000,Ames
Sawyer,894,2,120750,Ames
Sawyer,970,2,132500,Ames
Sawyer,1057,3,132000,Ames
Sawyer,999,3,132500,Ames
Sawyer,1120,3,129000,Ames
Sawyer,1696,3,143900,Ames
Sawyer,1040,3,145000,Ames
Sawyer,988,3,128500,Ames
Sawyer,902,3,125500,Ames
Veenker,2503,3,3.00E+05,Ames
Veenker,2167,3,294000,Ames
Sawyer,1037,2,129000,Ames
Sawyer,1701,3,171000,Ames
Sawyer,1055,2,147000,Ames
NoRidge,2810,4,302000,Ames
NoRidge,2872,4,285000,Ames
Somerst,1378,2,214000,Ames
Somerst,1151,2,166000,Ames
Somerst,1565,2,193800,Ames
Somerst,1352,2,208900,Ames
Somerst,1352,2,194000,Ames
Somerst,1550,2,207500,Ames
Somerst,1241,1,199900,Ames
Somerst,1250,2,164700,Ames
Somerst,1501,3,176500,Ames
Somerst,1458,2,176000,Ames
Somerst,1512,2,168500,Ames
Somerst,1573,3,177000,Ames
Somerst,1525,3,177000,Ames
Somerst,1102,2,148800,Ames
Somerst,1441,2,174000,Ames
Somerst,1950,3,239000,Ames
Somerst,1358,3,204000,Ames
Somerst,2048,3,301000,Ames
Somerst,2362,3,312500,Ames
Veenker,1494,1,279700,Ames
Veenker,2362,3,255000,Ames
Veenker,1432,2,194000,Ames
Veenker,1437,3,218000,Ames
Greens,1295,1,213750,Ames
Veenker,1855,3,187000,Ames
Veenker,1262,3,181500,Ames
Veenker,2497,2,373000,Ames
Sawyer,2620,4,190000,Ames
Somerst,1929,3,226000,Ames
NWAmes,1152,3,143450,Ames
NWAmes,2411,4,240050,Ames
NWAmes,1082,3,162500,Ames
NWAmes,1295,3,164000,Ames
NWAmes,1610,3,185000,Ames
NWAmes,1594,2,188500,Ames
NWAmes,2075,3,255000,Ames
NWAmes,1680,4,136905,Ames
NWAmes,1093,3,158500,Ames
NWAmes,1242,3,175500,Ames
NWAmes,1052,3,127000,Ames
NAmes,1107,3,127000,Ames
NAmes,1214,3,143000,Ames
NAmes,1073,3,156000,Ames
NAmes,1344,2,144000,Ames
NAmes,1728,6,119000,Ames
NAmes,1224,2,103000,Ames
NAmes,1422,3,139900,Ames
NAmes,958,2,151500,Ames
NAmes,1065,3,126500,Ames
NAmes,1138,3,145000,Ames
NAmes,912,2,120000,Ames
NAmes,1074,2,124000,Ames
NAmes,882,3,106500,Ames
NAmes,1187,2,140500,Ames
NAmes,964,3,137500,Ames
NAmes,894,3,117600,Ames
NAmes,1200,3,163500,Ames
NAmes,1042,3,161000,Ames
NAmes,1302,3,158000,Ames
NAmes,2154,5,224500,Ames
NAmes,1374,3,147000,Ames
NAmes,1652,3,2.00E+05,Ames
NAmes,1429,3,181900,Ames
NAmes,1327,3,150750,Ames
NAmes,1224,2,101800,Ames
NAmes,932,2,124000,Ames
NAmes,908,2,138500,Ames
BrkSide,334,1,39300,Ames
BrkSide,666,2,64500,Ames
BrkSide,670,2,64000,Ames
BrkSide,808,2,112000,Ames
NAmes,1977,4,165000,Ames
NAmes,1150,2,144000,Ames
NAmes,1920,4,137000,Ames
NAmes,1376,3,105000,Ames
NAmes,1644,3,146500,Ames
NAmes,1560,4,126000,Ames
NAmes,1280,3,175000,Ames
NAmes,1254,3,158500,Ames
NAmes,912,2,114500,Ames
NAmes,1524,3,144000,Ames
NAmes,2380,3,129000,Ames
NAmes,936,2,141000,Ames
NAmes,1008,3,131000,Ames
NAmes,1053,3,142100,Ames
NAmes,1056,3,139000,Ames
NAmes,1442,4,157900,Ames
NAmes,1056,3,139400,Ames
NAmes,1244,3,150000,Ames
NAmes,1144,3,120000,Ames
NAmes,1721,4,174850,Ames
NAmes,922,2,116000,Ames
NAmes,1048,3,135000,Ames
NAmes,1657,3,163500,Ames
NAmes,1411,3,130000,Ames
NAmes,1216,3,129500,Ames
NAmes,1154,3,142000,Ames
NAmes,1560,4,128600,Ames
NAmes,948,2,125000,Ames
NAmes,1040,3,136000,Ames
NAmes,1008,2,134500,Ames
NAmes,925,3,127000,Ames
NAmes,1360,3,130000,Ames
NAmes,1540,4,115000,Ames
NAmes,925,3,116900,Ames
NAmes,928,2,132000,Ames
NAmes,1647,3,153000,Ames
OldTown,924,2,112500,Ames
OldTown,1544,3,138000,Ames
NAmes,893,2,135000,Ames
NAmes,1728,3,156000,Ames
NAmes,3086,4,301600,Ames
OldTown,1034,2,109000,Ames
OldTown,882,1,103200,Ames
OldTown,1281,1,128500,Ames
OldTown,968,4,64500,Ames
OldTown,1534,3,148000,Ames
OldTown,691,2,86000,Ames
NAmes,1651,4,172000,Ames
NAmes,888,3,120000,Ames
NAmes,952,3,128500,Ames
NAmes,2080,5,135000,Ames
NAmes,924,3,122900,Ames
NAmes,1082,2,119200,Ames
NAmes,1846,3,143000,Ames
NAmes,988,3,119000,Ames
NAmes,1238,3,102000,Ames
NAmes,864,3,129000,Ames
NAmes,1134,2,135000,Ames
NAmes,1040,3,152000,Ames
NAmes,1170,3,140000,Ames
NAmes,1242,3,152000,Ames
NAmes,1377,3,156500,Ames
NAmes,1800,6,141000,Ames
NAmes,925,3,99000,Ames
NAmes,1851,3,187000,Ames
NAmes,1812,4,169500,Ames
NAmes,864,2,125500,Ames
NAmes,936,3,130000,Ames
OldTown,960,2,103000,Ames
OldTown,1432,2,132000,Ames
OldTown,1296,3,127500,Ames
OldTown,1022,2,89500,Ames
OldTown,936,2,140000,Ames
OldTown,967,2,99900,Ames
OldTown,1047,2,1.00E+05,Ames
OldTown,1072,2,130000,Ames
OldTown,1174,2,135000,Ames
OldTown,1183,2,120000,Ames
OldTown,1131,2,89471,Ames
OldTown,1141,3,85000,Ames
OldTown,960,2,108500,Ames
OldTown,1798,4,137000,Ames
OldTown,866,2,110500,Ames
OldTown,968,2,1.00E+05,Ames
OldTown,1772,3,184900,Ames
OldTown,1642,4,145000,Ames
OldTown,1472,3,125000,Ames
OldTown,1232,3,114000,Ames
OldTown,2337,5,90000,Ames
OldTown,1650,3,144100,Ames
OldTown,2210,5,117500,Ames
OldTown,1358,3,124500,Ames
OldTown,2454,3,185000,Ames
OldTown,2291,4,133900,Ames
OldTown,1616,3,152000,Ames
OldTown,1559,2,153500,Ames
OldTown,2554,3,159500,Ames
OldTown,1248,2,87000,Ames
OldTown,968,2,104500,Ames
OldTown,1382,1,110000,Ames
BrkSide,1060,1,136500,Ames
BrkSide,1435,3,128250,Ames
BrkSide,1167,3,144000,Ames
BrkSide,1635,3,210000,Ames
BrkSide,1274,3,135000,Ames
BrkSide,1232,3,128000,Ames
BrkSide,1218,3,131000,Ames
BrkSide,884,2,113000,Ames
BrkSide,1409,3,126000,Ames
BrkSide,1322,4,132000,Ames
BrkSide,1426,3,131750,Ames
BrkSide,1281,2,132500,Ames
BrkSide,1513,4,137500,Ames
BrkSide,854,2,132000,Ames
BrkSide,1367,3,127500,Ames
BrkSide,986,2,102000,Ames
OldTown,2264,4,2.00E+05,Ames
BrkSide,1824,3,180500,Ames
BrkSide,1376,3,165000,Ames
BrkSide,1316,4,90000,Ames
BrkSide,1396,3,153575,Ames
OldTown,1344,3,140000,Ames
OldTown,2526,5,136000,Ames
OldTown,1173,3,113000,Ames
OldTown,1214,2,117000,Ames
IDOTRR,1818,4,169500,Ames
IDOTRR,1108,3,139400,Ames
IDOTRR,2294,5,202500,Ames
IDOTRR,1355,3,127000,Ames
IDOTRR,1375,3,141000,Ames
IDOTRR,1952,4,212300,Ames
IDOTRR,2180,3,161000,Ames
IDOTRR,1315,3,99500,Ames
IDOTRR,1111,3,101000,Ames
IDOTRR,1196,2,109900,Ames
OldTown,1382,2,128500,Ames
OldTown,1889,4,122000,Ames
OldTown,840,3,87000,Ames
IDOTRR,1484,3,50000,Ames
Sawyer,2267,3,219000,Ames
ClearCr,3086,3,200500,Ames
Edwards,1134,3,126000,Ames
SWISU,1282,2,108500,Ames
Sawyer,999,3,130000,Ames
Sawyer,1452,2,158450,Ames
Sawyer,1005,3,115400,Ames
Sawyer,1029,3,118500,Ames
Sawyer,1020,3,165000,Ames
Sawyer,1040,3,123000,Ames
Sawyer,913,3,129000,Ames
Sawyer,894,3,125000,Ames
Sawyer,948,3,108000,Ames
Sawyer,868,2,119900,Ames
Sawyer,897,3,115000,Ames
Sawyer,943,2,134500,Ames
Sawyer,955,3,127000,Ames
Sawyer,894,3,129000,Ames
Sawyer,1285,3,143500,Ames
Sawyer,912,3,129000,Ames
Sawyer,1375,3,187000,Ames
Sawyer,2654,4,158000,Ames
Sawyer,1416,3,112000,Ames
Sawyer,1302,2,165250,Ames
Sawyer,1299,3,150000,Ames
Sawyer,1176,3,137000,Ames
Sawyer,998,3,89500,Ames
ClearCr,1824,2,302000,Ames
ClearCr,1522,3,182000,Ames
ClearCr,2060,4,211000,Ames
Edwards,1325,3,216000,Ames
Edwards,1630,3,130000,Ames
Edwards,1242,2,109900,Ames
ClearCr,2422,4,255000,Ames
Edwards,2158,4,243000,Ames
Edwards,1626,3,154000,Ames
SWISU,864,3,118000,Ames
Edwards,943,3,80000,Ames
Edwards,1440,4,150000,Ames
Edwards,605,2,86000,Ames
Edwards,1038,2,130000,Ames
Edwards,1342,4,125000,Ames
Edwards,1480,4,136500,Ames
Edwards,1362,4,96000,Ames
Edwards,1340,3,120000,Ames
SawyerW,1822,4,228500,Ames
SawyerW,1442,3,179900,Ames
SawyerW,2243,4,225000,Ames
SawyerW,2730,4,301000,Ames
SawyerW,2127,4,238000,Ames
SawyerW,1982,3,228500,Ames
SawyerW,1958,3,220000,Ames
CollgCr,2696,4,383970,Ames
CollgCr,2828,4,424870,Ames
CollgCr,1651,3,250000,Ames
CollgCr,2140,3,360000,Ames
CollgCr,1494,3,279500,Ames
CollgCr,1316,3,200141,Ames
CollgCr,1651,3,246500,Ames
CollgCr,2574,3,276000,Ames
CollgCr,1274,3,203000,Ames
CollgCr,1456,3,155835,Ames
CollgCr,1240,2,194000,Ames
CollgCr,1208,2,195400,Ames
CollgCr,1546,3,217000,Ames
CollgCr,1500,3,212999,Ames
CollgCr,1270,2,175900,Ames
CollgCr,1795,3,191000,Ames
CollgCr,1314,3,176432,Ames
SawyerW,2062,3,277000,Ames
SawyerW,1873,3,207000,Ames
ClearCr,2144,4,277000,Ames
ClearCr,1953,3,240000,Ames
ClearCr,2087,5,187500,Ames
ClearCr,1743,0,279000,Ames
CollgCr,1022,3,139500,Ames
CollgCr,990,3,126000,Ames
CollgCr,1200,3,177500,Ames
CollgCr,1308,3,175000,Ames
CollgCr,1796,3,211000,Ames
CollgCr,990,3,146000,Ames
CollgCr,1097,3,147900,Ames
CollgCr,990,3,123600,Ames
CollgCr,1786,3,204750,Ames
CollgCr,1873,3,235500,Ames
CollgCr,1753,3,217000,Ames
CollgCr,1690,3,190550,Ames
CollgCr,1842,3,217500,Ames
CollgCr,1479,3,226000,Ames
CollgCr,1668,3,180000,Ames
CollgCr,894,3,131000,Ames
CollgCr,1025,3,153500,Ames
CollgCr,1009,3,160000,Ames
CollgCr,1040,3,134900,Ames
CollgCr,907,3,130000,Ames
CollgCr,879,3,120000,Ames
CollgCr,882,3,112500,Ames
CollgCr,969,3,122000,Ames
CollgCr,864,3,127000,Ames
CollgCr,875,3,117000,Ames
CollgCr,2000,3,305900,Ames
CollgCr,2169,3,228500,Ames
CollgCr,1673,3,270000,Ames
CollgCr,1459,3,192000,Ames
CollgCr,1932,3,213000,Ames
CollgCr,1729,3,2.00E+05,Ames
CollgCr,2452,4,267000,Ames
CollgCr,1592,3,228000,Ames
CollgCr,2439,4,275000,Ames
CollgCr,1992,3,211000,Ames
CollgCr,1668,3,285000,Ames
CollgCr,2090,3,240000,Ames
CollgCr,848,1,131500,Ames
CollgCr,1341,1,246900,Ames
CollgCr,1928,4,219500,Ames
CollgCr,1337,3,185000,Ames
CollgCr,1476,3,179400,Ames
CollgCr,1797,3,213500,Ames
CollgCr,1422,3,179600,Ames
CollgCr,1190,2,173500,Ames
CollgCr,1330,3,167840,Ames
CollgCr,1491,3,168675,Ames
CollgCr,1536,3,167000,Ames
Edwards,1214,2,140000,Ames
Edwards,936,2,118500,Ames
Edwards,1088,2,110000,Ames
Edwards,960,3,94750,Ames
Edwards,1351,3,122000,Ames
Edwards,1179,2,110000,Ames
Edwards,816,3,118500,Ames
Edwards,1044,3,133500,Ames
Edwards,1113,3,148000,Ames
Edwards,2233,5,141000,Ames
Edwards,1125,2,155000,Ames
Edwards,1090,2,157000,Ames
Edwards,1408,3,171500,Ames
Edwards,5095,2,183850,Ames
Edwards,4676,3,184750,Ames
Edwards,1072,2,140000,Ames
Edwards,960,2,131750,Ames
Edwards,1152,2,61500,Ames
Edwards,948,3,111000,Ames
Edwards,1195,4,98500,Ames
Edwards,774,3,79000,Ames
Edwards,865,2,108500,Ames
Edwards,894,3,110000,Ames
Edwards,1346,2,112000,Ames
Edwards,768,2,125000,Ames
Edwards,864,3,79275,Ames
Edwards,948,3,119000,Ames
SWISU,3395,8,2.00E+05,Ames
SWISU,2592,6,150000,Ames
Crawfor,1502,3,165000,Ames
Crawfor,789,2,96500,Ames
Crawfor,1422,3,136500,Ames
Crawfor,1298,2,146500,Ames
SWISU,1768,3,175000,Ames
Crawfor,1098,2,148500,Ames
Crawfor,1436,3,141500,Ames
Crawfor,1426,3,189950,Ames
Crawfor,1461,3,135000,Ames
Crawfor,1646,4,164000,Ames
Crawfor,694,2,90350,Ames
Crawfor,1250,3,139000,Ames
Crawfor,954,2,119750,Ames
Crawfor,1958,4,145000,Ames
Crawfor,2002,4,145000,Ames
Crawfor,1718,4,238000,Ames
Crawfor,1226,2,153500,Ames
Crawfor,2624,4,239000,Ames
Crawfor,3194,4,359100,Ames
Crawfor,1755,4,188000,Ames
Crawfor,1991,3,220000,Ames
Crawfor,1355,3,140000,Ames
Crawfor,2727,3,315000,Ames
Crawfor,2320,3,259500,Ames
Crawfor,1839,3,257500,Ames
Crawfor,1740,3,219500,Ames
Crawfor,2259,3,217000,Ames
Crawfor,1560,3,201000,Ames
Crawfor,1488,3,215000,Ames
Blueste,1045,2,123900,Ames
Crawfor,1680,4,170000,Ames
Blueste,1020,1,2.00E+05,Ames
Crawfor,1696,3,198000,Ames
Crawfor,2515,4,200624,Ames
Crawfor,2726,2,315000,Ames
IDOTRR,1517,3,115000,Ames
IDOTRR,1215,3,141000,Ames
IDOTRR,803,2,87000,Ames
IDOTRR,1601,3,129850,Ames
IDOTRR,1123,3,1.00E+05,Ames
IDOTRR,1828,3,150909,Ames
IDOTRR,816,2,75200,Ames
IDOTRR,1012,2,118400,Ames
IDOTRR,1077,2,67000,Ames
IDOTRR,1558,4,152000,Ames
IDOTRR,845,1,68104,Ames
IDOTRR,1991,4,119600,Ames
IDOTRR,1073,3,140000,Ames
IDOTRR,1001,2,124900,Ames
Crawfor,1625,2,375000,Ames
Crawfor,1625,2,235000,Ames
Mitchel,1299,2,183500,Ames
Mitchel,912,2,156000,Ames
Mitchel,1080,3,134000,Ames
Mitchel,1392,3,215000,Ames
Mitchel,1409,1,245000,Ames
Mitchel,1478,3,210000,Ames
Mitchel,918,3,148000,Ames
Mitchel,1026,2,143000,Ames
Timber,1501,2,244000,Ames
GrnHill,1502,1,330000,Ames
Timber,1328,2,170000,Ames
Timber,2279,4,257000,Ames
Timber,1689,3,231713,Ames
Timber,1564,2,267300,Ames
Timber,1484,2,265900,Ames
Timber,1571,3,239000,Ames
Timber,1646,3,248900,Ames
Timber,1240,3,174000,Ames
Timber,1717,3,187500,Ames
Timber,1756,3,204000,Ames
Timber,1312,2,180500,Ames
Timber,1146,3,187500,Ames
Timber,1922,2,282000,Ames
Timber,1491,3,178000,Ames
Timber,1629,3,270000,Ames
Timber,2486,5,279900,Ames
Timber,1572,3,186700,Ames
Timber,1776,3,283463,Ames
Timber,1824,3,392000,Ames
Timber,2482,4,281213,Ames
Mitchel,1120,3,147000,Ames
Mitchel,2034,2,130000,Ames
Mitchel,936,0,140000,Ames
Mitchel,1040,3,132250,Ames
Mitchel,1632,4,143000,Ames
Mitchel,1622,3,168000,Ames
MeadowV,1060,3,129900,Ames
MeadowV,1142,3,134000,Ames
MeadowV,1092,3,85500,Ames
MeadowV,992,2,106500,Ames
MeadowV,1092,3,93900,Ames
MeadowV,1092,3,75000,Ames
MeadowV,630,1,84500,Ames
MeadowV,1092,3,75190,Ames
Mitchel,1062,3,146800,Ames
Mitchel,1008,1,153500,Ames
Mitchel,1356,3,188000,Ames
Mitchel,1676,3,196000,Ames
Mitchel,1432,3,157000,Ames
Mitchel,796,2,138000,Ames
Mitchel,768,2,129500,Ames
Mitchel,1608,3,80000,Ames
Mitchel,845,2,129500,Ames
Mitchel,1178,3,135000,Ames
Mitchel,816,2,124500,Ames
Mitchel,816,2,139000,Ames
Mitchel,974,3,93500,Ames
Mitchel,887,3,124500,Ames
NAmes,1293,2,149900,Ames
NAmes,1024,2,157500,Ames
NAmes,1797,3,169000,Ames
NAmes,1390,1,252000,Ames
NAmes,1851,3,192100,Ames
Gilbert,1525,3,183500,Ames
Gilbert,2236,4,222000,Ames
Gilbert,1671,3,170000,Ames
Gilbert,1498,3,187500,Ames
Gilbert,1776,3,202000,Ames
Gilbert,1511,3,185000,Ames
Gilbert,2462,4,320000,Ames
Gilbert,1670,3,240000,Ames
Gilbert,2064,4,250000,Ames
Gilbert,1801,3,239900,Ames
Gilbert,2212,3,309000,Ames
Gilbert,2021,3,274725,Ames
StoneBr,2687,4,270000,Ames
Gilbert,1169,3,183500,Ames
Gilbert,1501,3,165600,Ames
Gilbert,1632,3,176500,Ames
StoneBr,1204,2,130000,Ames
StoneBr,1767,2,239000,Ames
StoneBr,1742,2,275000,Ames
StoneBr,2798,3,457347,Ames
StoneBr,3390,5,545224,Ames
StoneBr,2473,4,356383,Ames
StoneBr,2868,4,556581,Ames
StoneBr,2576,4,361919,Ames
StoneBr,2698,4,535000,Ames
StoneBr,2795,4,401179,Ames
StoneBr,2945,3,438780,Ames
Gilbert,2320,2,169000,Ames
Gilbert,1056,3,145000,Ames
StoneBr,1714,2,318000,Ames
StoneBr,1826,3,319000,Ames
StoneBr,2000,3,470000,Ames
NWAmes,1621,3,202500,Ames
NWAmes,2183,4,229000,Ames
NWAmes,2263,3,235000,Ames
NWAmes,1574,3,190000,Ames
NWAmes,1102,2,169000,Ames
NWAmes,1872,3,241500,Ames
NWAmes,1857,4,188900,Ames
NWAmes,1686,3,207500,Ames
NWAmes,2784,5,250000,Ames
NWAmes,1552,3,179900,Ames
NWAmes,1083,2,172000,Ames
Somerst,2318,3,294323,Ames
NWAmes,1875,3,184500,Ames
NWAmes,1074,3,153500,Ames
NWAmes,1664,4,162900,Ames
NWAmes,1309,3,181000,Ames
NWAmes,1103,3,155000,Ames
NAmes,1096,3,138800,Ames
NAmes,864,3,116050,Ames
NAmes,858,3,88000,Ames
NAmes,874,3,97500,Ames
NAmes,1419,2,190000,Ames
BrDale,1092,3,105500,Ames
BrDale,1365,3,125500,Ames
BrDale,987,2,83000,Ames
BrDale,1030,3,116000,Ames
BrDale,1218,3,91500,Ames
BrDale,1218,3,118000,Ames
BrDale,948,2,89000,Ames
BrDale,1092,3,108000,Ames
BrDale,987,2,94500,Ames
NPkVill,1069,2,146300,Ames
NAmes,1387,3,145000,Ames
NAmes,900,3,123000,Ames
NPkVill,1055,2,137500,Ames
NPkVill,1456,3,144000,Ames
NridgHt,1980,3,315000,Ames
NridgHt,2589,4,412083,Ames
NridgHt,2596,4,342643,Ames
NridgHt,1618,2,252000,Ames
NridgHt,2076,2,465000,Ames
NridgHt,1740,4,293000,Ames
NridgHt,1868,2,415000,Ames
NridgHt,1850,3,326000,Ames
NridgHt,2376,4,325300,Ames
NridgHt,2452,4,309000,Ames
NridgHt,2206,4,3.00E+05,Ames
NridgHt,2098,3,275500,Ames
NridgHt,2091,3,338500,Ames
NridgHt,2324,4,345000,Ames
